procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 986212 100416 209000    0    0     0     0    0    0  0  0 100  0  0	2015-07-31 14:45:17 NZST
 0  0      0 987476 100416 208868    0    0     0     0  129   80  0  0 100  0  0	2015-07-31 14:45:18 NZST
 0  0      0 987484 100416 209000    0    0     0     0   69   81  0  0 100  0  0	2015-07-31 14:45:19 NZST
 0  0      0 987484 100416 209000    0    0     0     0   43   71  0  0 100  0  0	2015-07-31 14:45:20 NZST
 1  0      0 987484 100416 209000    0    0     0     0   60   77  0  0 100  0  0	2015-07-31 14:45:21 NZST
 0  0      0 987468 100416 209000    0    0     0     0   45   67  0  0 100  0  0	2015-07-31 14:45:22 NZST
 0  0      0 987468 100432 208996    0    0     0    64   76   90  0  0 100  0  0	2015-07-31 14:45:23 NZST
 0  0      0 987492 100432 209000    0    0     0     0   52   68  0  0 100  0  0	2015-07-31 14:45:24 NZST
 0  0      0 987492 100432 209000    0    0     0     0   64   74  0  0 100  0  0	2015-07-31 14:45:25 NZST
 0  0      0 987492 100432 209000    0    0     0     0   40   70  0  0 100  0  0	2015-07-31 14:45:26 NZST
 0  0      0 987492 100432 209000    0    0     0     0   22   36  0  0 100  0  0	2015-07-31 14:45:27 NZST
 0  0      0 987516 100432 209000    0    0     0     0   32   60  0  0 100  0  0	2015-07-31 14:45:28 NZST
 0  0      0 987516 100436 209000    0    0     0    12   29   54  0  0 100  0  0	2015-07-31 14:45:29 NZST
 0  0      0 987516 100436 209000    0    0     0     0   30   60  0  0 100  0  0	2015-07-31 14:45:30 NZST
 0  0      0 987516 100436 209000    0    0     0     0   63   73  0  0 100  0  0	2015-07-31 14:45:31 NZST
 0  0      0 987516 100436 209000    0    0     0     0   41   65  0  0 100  0  0	2015-07-31 14:45:32 NZST
 0  0      0 987516 100436 209000    0    0     0     3  116   84  0  0 100  0  0	2015-07-31 14:45:33 NZST
 0  0      0 987392 100436 209000    0    0     0     0   79   72  0  0 100  0  0	2015-07-31 14:45:34 NZST
 0  0      0 987392 100440 209000    0    0     0    12  105   86  0  0 100  0  0	2015-07-31 14:45:35 NZST
 0  0      0 987392 100440 209000    0    0     0     0  111   64  0  0 100  0  0	2015-07-31 14:45:36 NZST
 0  0      0 987392 100440 209000    0    0     0     0  227  111  0  0 100  0  0	2015-07-31 14:45:37 NZST
 0  0      0 987392 100440 209000    0    0     0     6   53   71  0  0 100  0  0	2015-07-31 14:45:38 NZST
 0  0      0 987392 100440 209000    0    0     0     0  142   68  0  0 100  0  0	2015-07-31 14:45:39 NZST
 0  0      0 987392 100440 209000    0    0     0     0  114   80  0  0 100  0  0	2015-07-31 14:45:40 NZST
 0  0      0 987392 100444 209000    0    0     0    12  126  125  0  0 100  0  0	2015-07-31 14:45:41 NZST
 0  0      0 987392 100444 209000    0    0     0     0   75   84  0  0 100  0  0	2015-07-31 14:45:42 NZST
