procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  34604 115056 101568 884196    0    0     1     5    2    3  0  0 99  0  0	2015-07-31 14:45:16 NZST
 0  0  34604 116724 101568 884196    0    0     0     0 1275 2466  0  0 100  0  0	2015-07-31 14:45:17 NZST
 0  0  34604 116724 101568 884196    0    0     0    36 1229 2428  1  0 99  0  0	2015-07-31 14:45:18 NZST
 0  0  34604 116724 101568 884196    0    0     0     0 1227 2433  0  0 100  0  0	2015-07-31 14:45:19 NZST
 1  0  34604 116724 101568 884196    0    0     0     0 1213 2424  0  1 99  0  0	2015-07-31 14:45:20 NZST
 0  0  34604 116748 101568 884196    0    0     0     0 1192 2415  0  0 100  0  0	2015-07-31 14:45:21 NZST
 0  0  34604 116756 101576 884196    0    0     0    72 1212 2420  0  0 100  0  0	2015-07-31 14:45:22 NZST
 1  0  34604 116756 101576 884196    0    0     0     0 1230 2432  1  0 99  0  0	2015-07-31 14:45:23 NZST
 0  0  34604 116756 101576 884196    0    0     0     0 1211 2419  0  1 99  0  0	2015-07-31 14:45:24 NZST
 0  0  34604 116756 101576 884196    0    0     0     0 1218 2428  0  0 100  0  0	2015-07-31 14:45:25 NZST
 0  0  34604 116756 101576 884196    0    0     0     0 1215 2430  0  0 100  0  0	2015-07-31 14:45:26 NZST
 0  0  34604 116756 101576 884196    0    0     0     0 1228 2431  0  0 100  0  0	2015-07-31 14:45:27 NZST
 0  0  34604 116756 101580 884196    0    0     0    20 1189 2402  0  1 99  0  0	2015-07-31 14:45:28 NZST
 0  0  34604 116756 101580 884196    0    0     0     0 1235 2443  0  0 100  0  0	2015-07-31 14:45:29 NZST
 1  0  34604 116756 101580 884196    0    0     0     0 1216 2419  0  0 100  0  0	2015-07-31 14:45:30 NZST
 0  0  34604 116756 101580 884196    0    0     0     0 1221 2448  0  0 100  0  0	2015-07-31 14:45:31 NZST
 0  0  34604 116756 101580 884196    0    0     0     0 1278 2445  0  0 100  0  0	2015-07-31 14:45:32 NZST
 1  0  34604 116756 101588 884192    0    0     0    16 1243 2448  0  1 99  0  0	2015-07-31 14:45:33 NZST
 0  0  34604 116756 101588 884196    0    0     0     0 1220 2428  0  0 100  0  0	2015-07-31 14:45:34 NZST
 0  0  34604 116756 101588 884196    0    0     0     0 1265 2434  0  1 99  0  0	2015-07-31 14:45:35 NZST
 0  0  34604 116756 101588 884196    0    0     0     0 1349 2480  1  1 99  0  0	2015-07-31 14:45:36 NZST
 0  0  34604 116756 101588 884196    0    0     0     0 1386 2532  2  1 97  0  0	2015-07-31 14:45:37 NZST
 0  0  34604 116748 101588 884196    0    0     0     0 1260 2443  0  1 99  0  0	2015-07-31 14:45:38 NZST
 0  0  34604 116748 101592 884196    0    0     0    12 1262 2459  0  0 100  0  0	2015-07-31 14:45:39 NZST
 0  0  34604 116740 101592 884196    0    0     0     0 1269 2487  1  0 99  0  0	2015-07-31 14:45:40 NZST
 0  0  34604 116740 101592 884196    0    0     0     0 1227 2451  0  1 99  0  0	2015-07-31 14:45:41 NZST
 0  0  34604 116740 101592 884196    0    0     0     0 1247 2448  0  0 100  0  0	2015-07-31 14:45:42 NZST
 1  0  34604 116740 101592 884196    0    0     0     0 1237 2446  0  0 100  0  0	2015-07-31 14:45:43 NZST
 0  0  34604 116740 101592 884196    0    0     0     0 1226 2432  0  0 100  0  0	2015-07-31 14:45:44 NZST
 0  0  34604 116740 101596 884196    0    0     0    12 1230 2454  0  0 100  0  0	2015-07-31 14:45:45 NZST
 0  0  34604 116740 101596 884196    0    0     0     0 1232 2450  1  0 99  0  0	2015-07-31 14:45:46 NZST
 0  0  34604 116740 101596 884196    0    0     0     0 1244 2448  0  1 99  0  0	2015-07-31 14:45:47 NZST
 0  0  34604 116616 101596 884196    0    0     0   788 1219 2433  0  0 100  0  0	2015-07-31 14:45:48 NZST
 0  0  34604 116616 101596 884196    0    0     0     0 1225 2444  0  0 100  0  0	2015-07-31 14:45:49 NZST
 1  0  34604 116624 101596 884196    0    0     0     0 1206 2429  0  0 100  0  0	2015-07-31 14:45:50 NZST
 0  0  34604 116624 101596 884196    0    0     0    36 1292 2924  1  1 99  0  0	2015-07-31 14:45:51 NZST
 0  0  34604 116484 101596 884196    0    0     0     0 1296 2475  1  1 98  0  0	2015-07-31 14:45:52 NZST
 1  0  34604 116500 101596 884200    0    0     0    64 1256 2458  0  0 100  0  0	2015-07-31 14:45:53 NZST
 0  0  34604 116508 101596 884200    0    0     0     0 1218 2429  0  0 100  0  0	2015-07-31 14:45:54 NZST
 0  0  34604 116508 101596 884200    0    0     0     0 1215 2425  1  0 99  0  0	2015-07-31 14:45:55 NZST
 0  0  34604 116508 101596 884200    0    0     0     0 1219 2435  0  0 100  0  0	2015-07-31 14:45:56 NZST
 0  0  34604 116508 101600 884200    0    0     0    16 1235 2436  0  1 99  0  0	2015-07-31 14:45:58 NZST
 0  0  34604 116508 101600 884200    0    0     0     8 1249 2440  0  0 100  0  0	2015-07-31 14:45:59 NZST
 0  0  34604 116508 101600 884200    0    0     0     0 1233 2439  1  0 99  0  0	2015-07-31 14:46:00 NZST
 1  0  34604 116508 101600 884200    0    0     0     0 1212 2423  0  0 100  0  0	2015-07-31 14:46:01 NZST
 0  0  34604 116508 101600 884200    0    0     0     0 1209 2428  0  1 99  0  0	2015-07-31 14:46:02 NZST
 0  0  34604 116508 101600 884200    0    0     0     0 1231 2429  0  0 100  0  0	2015-07-31 14:46:03 NZST
 0  0  34604 116508 101608 884200    0    0     0    16 1216 2435  0  0 100  0  0	2015-07-31 14:46:04 NZST
